# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd114
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
2.36456e-09 1906.58 1010.07
2.37137e-09 1906.15 1008.65
2.37821e-09 1899.08 1007.1
2.38506e-09 1901.75 1005.52
2.39194e-09 1889.31 1003.9
2.39883e-09 1893.15 1002.56
2.40575e-09 1891.39 1000.82
2.41268e-09 1887.99 999.684
2.41964e-09 1888.21 998.285
2.42661e-09 1876.84 996.693
2.4336e-09 1879.39 995.48
2.44062e-09 1881.42 993.952
2.44765e-09 1869.79 992.955
2.45471e-09 1869.88 991.451
2.46178e-09 1869.67 989.377
2.46888e-09 1872.78 988.451
2.476e-09 1866.94 986.924
2.48313e-09 1861.39 985.541
2.49029e-09 1862.21 983.74
2.49747e-09 1854.73 982.746
2.50467e-09 1845.54 981.122
2.51189e-09 1849.15 979.857
2.51913e-09 1849.33 978.393
2.52639e-09 1850.61 977.191
2.53367e-09 1843.46 975.589
2.54097e-09 1843.98 973.855
2.5483e-09 1842.33 972.737
2.55564e-09 1834.44 971.556
2.56301e-09 1835.86 970.017
2.5704e-09 1832.46 968.492
2.5778e-09 1826.28 967.165
2.58523e-09 1822.44 965.836
2.59269e-09 1823.07 964.557
2.60016e-09 1821 963.312
2.60765e-09 1810.74 961.795
2.61517e-09 1815.98 960.161
2.62271e-09 1813.41 959.011
2.63027e-09 1808.32 957.584
2.63785e-09 1808.18 956.278
2.64545e-09 1809.71 954.783
2.65308e-09 1802.55 953.307
2.66073e-09 1803.57 951.961
2.66839e-09 1796.41 950.684
2.67609e-09 1794.6 949.152
2.6838e-09 1796.04 947.881
2.69153e-09 1794.06 946.426
2.69929e-09 1792.55 945.222
2.70707e-09 1783.73 943.924
2.71488e-09 1780.09 942.436
2.7227e-09 1776.73 941.433
2.73055e-09 1777.02 939.763
2.73842e-09 1772.36 938.805
2.74631e-09 1772.13 937.086
2.75423e-09 1774.53 935.531
2.76217e-09 1761.18 934.289
2.77013e-09 1762.08 932.742
2.77811e-09 1762.53 931.716
2.78612e-09 1757.29 930.427
2.79415e-09 1760.26 928.707
2.80221e-09 1754.92 927.597
2.81028e-09 1752.36 926.459
2.81838e-09 1749.56 925.057
2.82651e-09 1745.47 923.784
