 Direct beam 1:  4454
 Reflect beam 1:  4566
 Instrument background 1:  
 Theta 1: san
 Direct beam 2:  4570
 Reflect beam 2:  4567
 Instrument background 2:  
 Theta 2: san
 Direct beam 3:  4572
 Reflect beam 3:  4569
 Instrument background 3:  
 Theta 3: san
 Water:  
 Foreground 1:        5
 Foreground 2:        9
 Foreground 3:        9
 Background Low 1 - Offset :        5
 Background Low 1 - Width  :        9
 Background Low 2 - Offset :        5
 Background Low 2 - Width  :        5
 Background Low 3 - Offset :        5
 Background Low 3 - Width  :        5
 Background High 1 - Offset :        5
 Background High 1 - Width  :        9
 Background High 2 - Offset :        5
 Background High 2 - Width  :        5
 Background High 3 - Offset :        5
 Background High 3 - Width  :        5
 Lambda Range 1:       3.00000-      25.0000
 Lambda Range 2:       2.20000-      25.0000
 Lambda Range 3:       2.20000-      25.0000
 Useful Pixel Range 1:           30-         255
 Useful Pixel Range 2:           30-         255
 Useful Pixel Range 3:           30-         255
 Search Pixel Range 1:          160-         254
 Search Pixel Range 2:          160-         254
 Search Pixel Range 3:          160-         254
 Search Time Range 1:            0-         999
 Search Time Range 2:            0-         999
 Search Time Range 3:            0-         999

	q	   refl		refl err	q res
     0.101435   1.01801e-05   1.50587e-06    0.00153577
     0.101961   9.29673e-06   1.41798e-06    0.00154534
     0.102493   9.21356e-06   1.40528e-06    0.00155503
     0.102494   2.17596e-05   9.50100e-06    0.00188453
     0.103031   1.77762e-05   1.82440e-06    0.00156484
     0.103574   2.36517e-05   2.08744e-06    0.00157477
     0.103576  -6.62201e-06   1.56241e-06    0.00191173
     0.104123   2.56692e-05   2.17828e-06    0.00158483
     0.104677   1.97893e-05   1.90869e-06    0.00159501
     0.104682   1.91051e-05   8.54658e-06    0.00193968
     0.105238   1.90006e-05   1.90757e-06    0.00160532
     0.105805   1.38896e-05   1.62366e-06    0.00161576
     0.105811   7.82372e-06   5.53287e-06    0.00196841
     0.106378   8.76708e-06   1.28181e-06    0.00162634
     0.106957   7.35397e-06   1.23930e-06    0.00163705
     0.106965   5.26730e-06   8.37278e-06    0.00199794
     0.107542   1.13401e-05   1.41560e-06    0.00164790
     0.108134   9.95635e-06   1.42531e-06    0.00165889
     0.108144   9.11498e-06   8.47137e-06    0.00202832
     0.108732   2.01252e-05   1.85775e-06    0.00167003
     0.109337   1.84164e-05   1.74391e-06    0.00168131
     0.109350   2.09262e-05   1.01285e-05    0.00205957
     0.109949   1.24769e-05   1.45716e-06    0.00169275
     0.110568   8.11803e-06   1.23234e-06    0.00170434
     0.110582   4.19120e-07   4.37574e-06    0.00209174
     0.111194   5.91343e-06   1.14757e-06    0.00171608
     0.111827   6.85471e-06   1.18705e-06    0.00172798
     0.111843   1.04908e-05   1.10243e-05    0.00212486
     0.112467   9.94969e-06   1.29678e-06    0.00174005
     0.113114   8.70543e-06   1.27008e-06    0.00175228
     0.113133   1.80934e-05   9.04921e-06    0.00215897
     0.113769   1.54465e-05   1.59818e-06    0.00176467
     0.114432   1.18371e-05   1.45087e-06    0.00177725
     0.114453   9.80529e-06   8.20852e-06    0.00219412
     0.115102   7.73118e-06   1.20338e-06    0.00178999
     0.115780   6.95167e-06   1.10527e-06    0.00180292
     0.115805   1.41947e-05   8.19709e-06    0.00223035
     0.116467   5.61124e-06   1.04797e-06    0.00181603
     0.117161   4.56743e-06   9.61366e-07    0.00182933
     0.117188   1.03875e-05   8.69601e-06    0.00226770
     0.117864   8.67413e-06   1.25663e-06    0.00184282
     0.118575   1.32765e-05   1.50874e-06    0.00185650
     0.118605   1.52983e-06   9.22140e-06    0.00230625
     0.119295   1.20885e-05   1.42233e-06    0.00187038
     0.120024   6.98472e-06   1.10830e-06    0.00188447
     0.120057       0.00000       0.00000    0.00234602
     0.120762   4.81317e-06   1.04457e-06    0.00189876
     0.121508   5.78842e-06   1.03988e-06    0.00191327
     0.121545   1.09998e-05   9.20865e-06    0.00238709
     0.122265   4.57329e-06   9.34365e-07    0.00192800
     0.123030   8.42110e-06   1.27402e-06    0.00194294
     0.123070   1.65230e-05   9.54198e-06    0.00242951
     0.123805   9.25230e-06   1.38614e-06    0.00195811
     0.124590   6.90328e-06   1.18762e-06    0.00197352
     0.124633   5.91071e-06   5.91125e-06    0.00247335
     0.125385   6.10424e-06   1.13838e-06    0.00198916
     0.126191   2.74402e-06   8.27128e-07    0.00200505
     0.126237  -4.33461e-06   9.32984e-06    0.00251867
     0.127006   5.10522e-06   9.85991e-07    0.00202118
     0.127833   5.63767e-06   1.06245e-06    0.00203757
     0.127883   1.26247e-05   8.92872e-06    0.00256555
     0.128670   6.61185e-06   1.16866e-06    0.00205422
     0.129518   7.51418e-06   1.34015e-06    0.00207113
     0.129572   1.91980e-05   1.10873e-05    0.00261407
     0.130378   6.69688e-06   1.22076e-06    0.00208832
     0.131248   5.56163e-06   1.13677e-06    0.00210579
     0.131307  -5.64376e-06   7.66382e-06    0.00266431
     0.132131   2.71600e-06   8.51078e-07    0.00212354
     0.133026   4.24720e-06   1.05846e-06    0.00214158
     0.133089  -6.29980e-06   2.10198e-06    0.00271635
     0.133932   5.63744e-06   1.16108e-06    0.00215992
     0.134852   6.40721e-06   1.17801e-06    0.00217857
     0.134919   6.99425e-07   7.30221e-06    0.00277029
     0.135784   4.16620e-06   9.96237e-07    0.00219753
     0.136729   3.89824e-06   9.46133e-07    0.00221682
     0.136801  -6.75117e-06   2.25273e-06    0.00282623
     0.137687   3.14299e-06   9.23942e-07    0.00223643
     0.138658   5.23766e-06   1.10960e-06    0.00225639
     0.138736   7.79113e-07   8.13418e-06    0.00288428
     0.139644   5.12958e-06   1.02792e-06    0.00227669
     0.140643   3.55500e-06   9.13031e-07    0.00229734
     0.141657   2.11080e-06   9.45890e-07    0.00231836
     0.142686   5.68311e-06   1.09880e-06    0.00233976
     0.143730   2.72177e-06   8.53560e-07    0.00236154
     0.144789   3.46881e-06   8.90886e-07    0.00238372
     0.145864   4.89792e-06   1.00073e-06    0.00240630
     0.146955   3.31463e-06   8.66231e-07    0.00242929
     0.148062   2.65676e-06   9.21842e-07    0.00245272
     0.149187   3.18509e-06   9.27463e-07    0.00247658
     0.150328   3.24838e-06   9.76842e-07    0.00250089
     0.151487   1.56006e-06   8.64900e-07    0.00252567
     0.152664   2.41758e-06   9.42158e-07    0.00255092
     0.153859   2.68986e-06   8.95063e-07    0.00257666
     0.155074   2.72512e-06   8.53936e-07    0.00260291
     0.156307   1.44880e-06   8.03216e-07    0.00262967
     0.157561   1.75427e-06   8.08264e-07    0.00265697
     0.158835   1.55205e-06   7.62642e-07    0.00268482
     0.160129   1.36482e-06   7.08398e-07    0.00271323
     0.161445       0.00000   5.52644e-07    0.00274222
     0.162782   1.90555e-07   5.99846e-07    0.00277182
     0.164142   3.16008e-06   9.52579e-07    0.00280203
     0.165525   1.46449e-06   8.11913e-07    0.00283287
     0.166931   9.58757e-07   7.86406e-07    0.00286438
     0.168362   1.72680e-06   7.70423e-07    0.00289656
     0.169817   2.64651e-06   8.66930e-07    0.00292943
     0.171298   1.51663e-06   6.72555e-07    0.00296303
     0.172804   1.69946e-06   7.14588e-07    0.00299737
     0.174337   1.35992e-06   6.75608e-07    0.00303247
     0.175898  -1.96088e-07   4.98178e-07    0.00306837
     0.177487   4.83815e-07   5.56081e-07    0.00310508
     0.179105   1.98934e-07   6.26219e-07    0.00314264
     0.180753   1.20955e-06   6.49046e-07    0.00318108
     0.182431   1.00758e-06   8.18910e-07    0.00322042
     0.184141   1.43607e-06   6.95392e-07    0.00326069
     0.185883   7.64847e-07   7.12915e-07    0.00330192
     0.187658  -1.02269e-06   6.11981e-07    0.00334416
     0.189468   3.95777e-07   6.82652e-07    0.00338744
     0.191312  -6.11730e-07   4.75674e-07    0.00343178
     0.193194   8.25943e-07   7.88604e-07    0.00347724
     0.195112   1.58525e-06   8.38464e-07    0.00352385
     0.197069   2.67634e-06   8.70157e-07    0.00357166
     0.199066   6.27951e-07   7.57675e-07    0.00362070
     0.201103   7.34704e-07   8.99844e-07    0.00367103
     0.203183   3.95515e-07   6.84427e-07    0.00372269
     0.205306  -2.14916e-08   6.37905e-07    0.00377575
     0.207474   2.21229e-08   7.33401e-07    0.00383024
     0.209688   1.52112e-06   8.16256e-07    0.00388623
     0.211950   2.67070e-06   8.93117e-07    0.00394378
     0.214261   1.14964e-06   8.34230e-07    0.00400294
     0.216623  -2.99613e-07   6.47244e-07    0.00406380
     0.219038  -2.55564e-07   7.62423e-07    0.00412641
     0.221508   1.92672e-06   9.06618e-07    0.00419085
     0.224033  -7.75857e-08   6.65913e-07    0.00425720
     0.226617   7.82863e-07   9.27741e-07    0.00432553
     0.229262  -3.56910e-07   6.51442e-07    0.00439594
     0.231968  -4.05286e-07   6.16837e-07    0.00446852
     0.234740   7.01754e-07   7.37431e-07    0.00454337
     0.237578   1.37684e-06   9.40665e-07    0.00462058
     0.240486  -2.76730e-07   9.71846e-07    0.00470026
     0.243466   7.77622e-07   8.17160e-07    0.00478253
     0.246521   2.22646e-06   1.19482e-06    0.00486751
     0.249653  -1.18267e-06   6.82936e-07    0.00495533
     0.252866   2.66518e-07   1.05170e-06    0.00504613
     0.256163   5.76534e-07   9.76165e-07    0.00514005
     0.259546   1.36166e-06   1.08661e-06    0.00523725
     0.263021  -5.03789e-07   1.08833e-06    0.00533788
     0.266590   1.89746e-06   1.29640e-06    0.00544214
     0.270257  -5.08489e-07   1.09848e-06    0.00555020
     0.274026  -2.70563e-07   8.26590e-07    0.00566227
     0.277902   1.16831e-06   1.22774e-06    0.00577855
